"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Solyc09g065660.4",-10.9498128954622,2.93762273118758,-17.7265853840201,1.496802836254e-09,2.78771566535093e-07,11.0195226576385
"Solyc02g090770.1",-9.90743816741255,3.7980031823,-31.798447375859,2.42458883461819e-12,3.53727306063839e-09,15.4667052775161
"Solyc02g083000.1",-7.99117122744473,2.52838972769859,-24.4530583136969,4.42872221198922e-11,2.08961788511974e-08,13.7078235679071
"Solyc06g076690.4",7.98350061739852,-0.898008479996699,27.6558350939326,1.13809443277741e-11,7.37948860542003e-09,13.4199324592843
"Solyc02g090790.1",-7.95510839129181,3.38692734046768,-28.3821727163365,8.5432322825234e-12,6.54803276766064e-09,15.5046524257581
"Solyc02g088580.11",-7.81432346569872,-1.15943735255855,-9.86377171461002,7.2804245005461e-07,2.72346990878334e-05,6.21800837164277
"Solyc03g013620.1",-7.08548996560538,-1.5328329948329,-18.8557820958398,7.64844666237123e-10,1.76185994365965e-07,11.1855204738257
"Solyc02g083010.1",-6.09925866661675,1.92762047038935,-17.3117681430344,1.9349798910701e-09,3.42178716696609e-07,11.4721530162801
"Solyc08g080540.3",-6.02516315893507,4.01484816947614,-31.9734491755469,2.28134162986307e-12,3.53727306063839e-09,17.7367734995626
"Solyc02g083030.1",-5.80801273079583,2.914856320899,-23.2054571918537,7.88196620130802e-11,3.20906005316976e-08,14.5097975942476
"Solyc00g500353.1",5.5413643823171,-1.71319911271059,10.5763757329569,8.67840229668795e-06,0.041300516529938,-0.238108563532267
"Solyc08g061450.3",-5.12563547440008,-1.8702143534695,-12.9837136833397,1.98890211147262e-06,0.0315355583201926,-0.106939926569935
"Solyc08g066890.4",2.37929030462586,4.50062275051932,11.9595508428961,3.60095798032509e-06,0.0315355583201926,4.38209118938901
"Solyc07g008570.3",1.79947877356114,5.6961078148588,10.1745110769288,1.14236715086261e-05,0.0434922021676413,3.84581796608502
"Solyc06g049020.1",1.32826793492349,5.93275948788549,11.4350740384261,4.96988206348906e-06,0.0315355583201926,4.57425445598551
